sector.name,subsector.name0,subsector.name,year,input.OM.var,OM.var,technology
intermediate generation,coal,coal_int_IGCC,2075,OM-var,3.43,coal (IGCC) (once through)
intermediate generation,coal,coal_int_IGCC,2075,OM-var,3.43,coal (IGCC) (seawater)
intermediate generation,coal,coal_int_IGCC,2075,OM-var,3.43,coal (IGCC) (recirculating)
intermediate generation,coal,coal_int_IGCC,2075,OM-var,3.43,coal (IGCC) (dry cooling)
intermediate generation,coal,coal_int_IGCC_CCS,2075,OM-var,5.11,coal (IGCC CCS) (once through)
intermediate generation,coal,coal_int_IGCC_CCS,2075,OM-var,5.11,coal (IGCC CCS) (seawater)
intermediate generation,coal,coal_int_IGCC_CCS,2075,OM-var,5.11,coal (IGCC CCS) (recirculating)
intermediate generation,coal,coal_int_IGCC_CCS,2075,OM-var,5.11,coal (IGCC CCS) (dry cooling)
intermediate generation,gas,gas_int_CC,2075,OM-var,0.41,gas (CC) (once through)
intermediate generation,gas,gas_int_CC,2075,OM-var,0.41,gas (CC) (seawater)
intermediate generation,gas,gas_int_CC,2075,OM-var,0.41,gas (CC) (recirculating)
intermediate generation,gas,gas_int_CC,2075,OM-var,0.41,gas (CC) (cooling pond)
intermediate generation,gas,gas_int_CC,2075,OM-var,0.41,gas (CC) (dry cooling)
intermediate generation,gas,gas_int_CC_CCS,2075,OM-var,0.84,gas (CC CCS) (once through)
intermediate generation,gas,gas_int_CC_CCS,2075,OM-var,0.84,gas (CC CCS) (seawater)
intermediate generation,gas,gas_int_CC_CCS,2075,OM-var,0.84,gas (CC CCS) (recirculating)
intermediate generation,gas,gas_int_CC_CCS,2075,OM-var,0.84,gas (CC CCS) (dry cooling)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2075,OM-var,1.59,refined liquids (steam/CT) (once through)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2075,OM-var,1.59,refined liquids (steam/CT) (seawater)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2075,OM-var,1.59,refined liquids (steam/CT) (recirculating)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2075,OM-var,1.59,refined liquids (steam/CT) (cooling pond)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2075,OM-var,1.59,refined liquids (steam/CT) (dry cooling)
intermediate generation,refined liquids,refined liquids_int_CC,2075,OM-var,0.41,refined liquids (CC) (once through)
intermediate generation,refined liquids,refined liquids_int_CC,2075,OM-var,0.41,refined liquids (CC) (seawater)
intermediate generation,refined liquids,refined liquids_int_CC,2075,OM-var,0.41,refined liquids (CC) (recirculating)
intermediate generation,refined liquids,refined liquids_int_CC,2075,OM-var,0.41,refined liquids (CC) (dry cooling)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2075,OM-var,0.84,refined liquids (CC CCS) (once through)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2075,OM-var,0.84,refined liquids (CC CCS) (seawater)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2075,OM-var,0.84,refined liquids (CC CCS) (recirculating)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2075,OM-var,0.84,refined liquids (CC CCS) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1951-1955,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1951-1955,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1951-1955,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1951-1955,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1951-1955,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1956-1960,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1956-1960,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1956-1960,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1956-1960,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1956-1960,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1961-1965,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1961-1965,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1961-1965,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1961-1965,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1961-1965,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1966-1970,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1966-1970,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1966-1970,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1966-1970,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1966-1970,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1971-1975,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1971-1975,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1971-1975,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1971-1975,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1971-1975,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1976-1980,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1976-1980,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1976-1980,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1976-1980,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1976-1980,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1981-1985,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1981-1985,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1981-1985,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1981-1985,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1981-1985,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1986-1990,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1986-1990,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1986-1990,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1986-1990,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1986-1990,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1991-1995,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1991-1995,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1991-1995,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1991-1995,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1991-1995,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1996-2000,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1996-2000,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1996-2000,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1996-2000,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1996-2000,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2001-2005,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2001-2005,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2001-2005,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2001-2005,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2001-2005,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2006-2010,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2006-2010,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2006-2010,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2006-2010,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2006-2010,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2011-2015,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2011-2015,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2011-2015,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2011-2015,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2011-2015,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2016-2021,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2016-2021,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2016-2021,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2016-2021,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2016-2021,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul before 1950,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul before 1950,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul before 1950,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul before 1950,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul before 1950,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul_retire_2023,2075,OM-var,1.92,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul_retire_2023,2075,OM-var,1.92,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul_retire_2023,2075,OM-var,1.92,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul_retire_2023,2075,OM-var,1.92,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul_retire_2023,2075,OM-var,1.92,coal (conv pul) (dry cooling)
intermediate generation,biomass,biomass_int_conv,2080,OM-var,1.2,biomass (conv) (once through)
intermediate generation,biomass,biomass_int_conv,2080,OM-var,1.2,biomass (conv) (seawater)
intermediate generation,biomass,biomass_int_conv,2080,OM-var,1.2,biomass (conv) (recirculating)
intermediate generation,biomass,biomass_int_conv,2080,OM-var,1.2,biomass (conv) (cooling pond)
intermediate generation,biomass,biomass_int_conv,2080,OM-var,1.2,biomass (conv) (dry cooling)
intermediate generation,biomass,biomass_int_conv_CCS,2080,OM-var,3.27,biomass (conv CCS) (once through)
intermediate generation,biomass,biomass_int_conv_CCS,2080,OM-var,3.27,biomass (conv CCS) (seawater)
intermediate generation,biomass,biomass_int_conv_CCS,2080,OM-var,3.27,biomass (conv CCS) (recirculating)
intermediate generation,biomass,biomass_int_conv_CCS,2080,OM-var,3.27,biomass (conv CCS) (dry cooling)
intermediate generation,biomass,biomass_int_IGCC,2080,OM-var,2.71,biomass (IGCC) (once through)
intermediate generation,biomass,biomass_int_IGCC,2080,OM-var,2.71,biomass (IGCC) (seawater)
intermediate generation,biomass,biomass_int_IGCC,2080,OM-var,2.71,biomass (IGCC) (recirculating)
intermediate generation,biomass,biomass_int_IGCC,2080,OM-var,2.71,biomass (IGCC) (dry cooling)
intermediate generation,biomass,biomass_int_IGCC_CCS,2080,OM-var,5.28,biomass (IGCC CCS) (once through)
intermediate generation,biomass,biomass_int_IGCC_CCS,2080,OM-var,5.28,biomass (IGCC CCS) (seawater)
intermediate generation,biomass,biomass_int_IGCC_CCS,2080,OM-var,5.28,biomass (IGCC CCS) (recirculating)
intermediate generation,biomass,biomass_int_IGCC_CCS,2080,OM-var,5.28,biomass (IGCC CCS) (dry cooling)
intermediate generation,coal,coal_int_conv pul,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul_CCS,2080,OM-var,3.07,coal (conv pul CCS) (once through)
intermediate generation,coal,coal_int_conv pul_CCS,2080,OM-var,3.07,coal (conv pul CCS) (seawater)
intermediate generation,coal,coal_int_conv pul_CCS,2080,OM-var,3.07,coal (conv pul CCS) (recirculating)
intermediate generation,coal,coal_int_conv pul_CCS,2080,OM-var,3.07,coal (conv pul CCS) (dry cooling)
intermediate generation,coal,coal_int_IGCC,2080,OM-var,3.41,coal (IGCC) (once through)
intermediate generation,coal,coal_int_IGCC,2080,OM-var,3.41,coal (IGCC) (seawater)
intermediate generation,coal,coal_int_IGCC,2080,OM-var,3.41,coal (IGCC) (recirculating)
intermediate generation,coal,coal_int_IGCC,2080,OM-var,3.41,coal (IGCC) (dry cooling)
intermediate generation,coal,coal_int_IGCC_CCS,2080,OM-var,5.08,coal (IGCC CCS) (once through)
intermediate generation,coal,coal_int_IGCC_CCS,2080,OM-var,5.08,coal (IGCC CCS) (seawater)
intermediate generation,coal,coal_int_IGCC_CCS,2080,OM-var,5.08,coal (IGCC CCS) (recirculating)
intermediate generation,coal,coal_int_IGCC_CCS,2080,OM-var,5.08,coal (IGCC CCS) (dry cooling)
intermediate generation,gas,gas_int_CC,2080,OM-var,0.41,gas (CC) (once through)
intermediate generation,gas,gas_int_CC,2080,OM-var,0.41,gas (CC) (seawater)
intermediate generation,gas,gas_int_CC,2080,OM-var,0.41,gas (CC) (recirculating)
intermediate generation,gas,gas_int_CC,2080,OM-var,0.41,gas (CC) (cooling pond)
intermediate generation,gas,gas_int_CC,2080,OM-var,0.41,gas (CC) (dry cooling)
intermediate generation,gas,gas_int_CC_CCS,2080,OM-var,0.84,gas (CC CCS) (once through)
intermediate generation,gas,gas_int_CC_CCS,2080,OM-var,0.84,gas (CC CCS) (seawater)
intermediate generation,gas,gas_int_CC_CCS,2080,OM-var,0.84,gas (CC CCS) (recirculating)
intermediate generation,gas,gas_int_CC_CCS,2080,OM-var,0.84,gas (CC CCS) (dry cooling)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2080,OM-var,1.59,refined liquids (steam/CT) (once through)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2080,OM-var,1.59,refined liquids (steam/CT) (seawater)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2080,OM-var,1.59,refined liquids (steam/CT) (recirculating)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2080,OM-var,1.59,refined liquids (steam/CT) (cooling pond)
intermediate generation,refined liquids,refined liquids_int_steam/CT,2080,OM-var,1.59,refined liquids (steam/CT) (dry cooling)
intermediate generation,refined liquids,refined liquids_int_CC,2080,OM-var,0.41,refined liquids (CC) (once through)
intermediate generation,refined liquids,refined liquids_int_CC,2080,OM-var,0.41,refined liquids (CC) (seawater)
intermediate generation,refined liquids,refined liquids_int_CC,2080,OM-var,0.41,refined liquids (CC) (recirculating)
intermediate generation,refined liquids,refined liquids_int_CC,2080,OM-var,0.41,refined liquids (CC) (dry cooling)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2080,OM-var,0.84,refined liquids (CC CCS) (once through)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2080,OM-var,0.84,refined liquids (CC CCS) (seawater)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2080,OM-var,0.84,refined liquids (CC CCS) (recirculating)
intermediate generation,refined liquids,refined liquids_int_CC_CCS,2080,OM-var,0.84,refined liquids (CC CCS) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1951-1955,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1951-1955,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1951-1955,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1951-1955,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1951-1955,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1956-1960,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1956-1960,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1956-1960,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1956-1960,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1956-1960,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1961-1965,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1961-1965,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1961-1965,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1961-1965,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1961-1965,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1966-1970,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1966-1970,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1966-1970,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1966-1970,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1966-1970,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1971-1975,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1971-1975,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1971-1975,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1971-1975,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1971-1975,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1976-1980,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1976-1980,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1976-1980,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1976-1980,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1976-1980,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1981-1985,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1981-1985,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1981-1985,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1981-1985,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1981-1985,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1986-1990,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1986-1990,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1986-1990,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1986-1990,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1986-1990,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1991-1995,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1991-1995,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1991-1995,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1991-1995,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1991-1995,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 1996-2000,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 1996-2000,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 1996-2000,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 1996-2000,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 1996-2000,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2001-2005,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2001-2005,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2001-2005,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2001-2005,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2001-2005,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2006-2010,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2006-2010,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2006-2010,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2006-2010,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2006-2010,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2011-2015,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2011-2015,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2011-2015,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2011-2015,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2011-2015,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul 2016-2021,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul 2016-2021,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul 2016-2021,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul 2016-2021,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul 2016-2021,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul before 1950,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul before 1950,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul before 1950,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul before 1950,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul before 1950,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,coal,coal_int_conv pul_retire_2023,2080,OM-var,1.91,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul_retire_2023,2080,OM-var,1.91,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul_retire_2023,2080,OM-var,1.91,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul_retire_2023,2080,OM-var,1.91,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul_retire_2023,2080,OM-var,1.91,coal (conv pul) (dry cooling)
intermediate generation,biomass,biomass_int_conv,2085,OM-var,1.19,biomass (conv) (once through)
intermediate generation,biomass,biomass_int_conv,2085,OM-var,1.19,biomass (conv) (seawater)
intermediate generation,biomass,biomass_int_conv,2085,OM-var,1.19,biomass (conv) (recirculating)
intermediate generation,biomass,biomass_int_conv,2085,OM-var,1.19,biomass (conv) (cooling pond)
intermediate generation,biomass,biomass_int_conv,2085,OM-var,1.19,biomass (conv) (dry cooling)
intermediate generation,biomass,biomass_int_conv_CCS,2085,OM-var,3.26,biomass (conv CCS) (once through)
intermediate generation,biomass,biomass_int_conv_CCS,2085,OM-var,3.26,biomass (conv CCS) (seawater)
intermediate generation,biomass,biomass_int_conv_CCS,2085,OM-var,3.26,biomass (conv CCS) (recirculating)
intermediate generation,biomass,biomass_int_conv_CCS,2085,OM-var,3.26,biomass (conv CCS) (dry cooling)
intermediate generation,biomass,biomass_int_IGCC,2085,OM-var,2.69,biomass (IGCC) (once through)
intermediate generation,biomass,biomass_int_IGCC,2085,OM-var,2.69,biomass (IGCC) (seawater)
intermediate generation,biomass,biomass_int_IGCC,2085,OM-var,2.69,biomass (IGCC) (recirculating)
intermediate generation,biomass,biomass_int_IGCC,2085,OM-var,2.69,biomass (IGCC) (dry cooling)
intermediate generation,biomass,biomass_int_IGCC_CCS,2085,OM-var,5.26,biomass (IGCC CCS) (once through)
intermediate generation,biomass,biomass_int_IGCC_CCS,2085,OM-var,5.26,biomass (IGCC CCS) (seawater)
intermediate generation,biomass,biomass_int_IGCC_CCS,2085,OM-var,5.26,biomass (IGCC CCS) (recirculating)
intermediate generation,biomass,biomass_int_IGCC_CCS,2085,OM-var,5.26,biomass (IGCC CCS) (dry cooling)
intermediate generation,coal,coal_int_conv pul,2085,OM-var,1.9,coal (conv pul) (once through)
intermediate generation,coal,coal_int_conv pul,2085,OM-var,1.9,coal (conv pul) (seawater)
intermediate generation,coal,coal_int_conv pul,2085,OM-var,1.9,coal (conv pul) (recirculating)
intermediate generation,coal,coal_int_conv pul,2085,OM-var,1.9,coal (conv pul) (cooling pond)
intermediate generation,coal,coal_int_conv pul,2085,OM-var,1.9,coal (conv pul) (dry cooling)
